Age,Gender,Location,Phone Brand,OS,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use,Battery Consumption (mAh/day)
1.1557877788936433,1,0,0,0,0.4564666815220762,0.7786264243754959,0.47741182821594397,0.7765049891688383,0.7684598057977912,0.33460395097799056,0.7920059630293269,0.9092964584315588,0.6946694514940124,0,0.49232160028708427
1.6806090235344036,2,1,1,0,0.8704127817754621,0.8267541940843466,0.2288653230208043,0.9423466939133409,0.6034203972980734,0.849053541820119,0.7829307935375279,0.18778873079776465,0.9094720304832216,1,0.7664017191992636
-0.04380363742809471,0,2,2,0,0.5404422134784514,0.5849969000169211,0.6193066349233075,0.7492285009613402,0.6367181086893301,0.6877813375669504,0.3280499838269896,0.7595754767920668,0.9292696003765044,2,0.496780896670999
-0.4186759550286378,1,3,3,0,0.9572376244342062,0.7990185112382269,0.8340911405698551,0.8923138694512296,0.9212170160062003,0.536028207621698,0.5746415380323062,0.14642828402660857,0.9168462893913933,2,0.906280808024923
-1.6182673713503757,1,0,4,0,0.25109684936029736,0.17279140124622017,0.9391608542719047,0.7117801293003037,0.9518918428221519,0.012558063312817724,0.6006048531054701,0.6663408169327621,0.6682475565501338,3,0.34637549508250576
-1.2433950537498326,1,4,5,0,0.6214069115631939,0.5427701278518751,0.9099920841913084,0.29606884164749614,0.8070352946281254,0.8989493300220797,0.03601963446878079,0.9810791837532259,0.955117676145014,2,0.6180104844914485
1.4556856329740777,0,5,6,1,0.6692817136098623,0.8941646974359148,0.8313140845808346,0.8337503474236614,0.11835641775434813,0.7113112481070676,0.53328109126115,0.6663408169327621,0.7916281525012507,3,0.7488345555119416
1.380711169453969,2,6,1,0,0.38350195443119023,0.9579036802924914,0.7781935053211729,0.9788126630226757,0.5118373842662274,0.9948701391949282,0.7920059630293269,0.9999999999999999,0.8107165112566268,2,0.4046960665004491
0.6309665342528828,0,6,5,0,0.6129934386211933,0.9773971374112878,0.33530257639747074,0.9895693367546055,0.7414074311314769,0.7284139673501251,0.8676553424935364,0.7450782818005697,0.8435148984886711,2,0.6117923099081743
0.4810176072126656,2,6,6,1,0.9058732966546275,0.5427701278518751,0.8703797187928629,0.7037754535113834,0.8779234399772451,0.981691374408276,0.9746269659195136,0.18778873079776465,0.17238098394577128,0,0.9156693800099849
1.3057367059338605,2,5,2,0,0.140166662751608,0.7761363470319604,0.886492909817325,0.3215757344636867,0.6527476403727124,0.9849101041921047,0.21375204587092858,0.6663408169327621,0.7993336139208986,4,0.15437702832984446
0.2560942166523398,0,1,5,0,0.773008494589648,0.773626024935052,0.6797409730966729,0.9769867407274819,0.15345485997922115,0.40314456222423045,0.6131471927654584,0.7301944497125212,0.13687924615032654,3,0.7273443600517393
1.1557877788936433,1,7,1,0,0.9345003849203355,0.056295047343187354,0.4482306463401603,0.8705686047371672,0.8434465038307315,0.9474389543788369,0.9480452456567073,0.48860840553061435,0.2912238260576627,0,0.8104258145673551
-0.19375256446831193,1,4,1,0,0.925127434152669,0.869307886227852,0.9506357452639412,0.8365149048202447,0.9212170160062003,0.7618616394384514,0.6491668272342391,0.9514380258712309,0.7585565273465071,3,0.8040195279137861
-0.3437014915085292,0,4,3,0,0.16032922503974406,0.8766163438087788,0.9078101586198576,0.8281537111784865,0.6367181086893301,0.7510687147331314,0.6938395129647748,0.22629438553091683,0.7831021439889259,2,0.2855349653580388
1.0808133153735346,1,7,7,0,0.5957582507277679,0.830969521221625,0.8543844272493183,0.9257562272084443,0.8551434518059735,0.8951075679187561,0.7149027910615312,0.9307648985254562,0.95892299638733,4,0.7149069311327005
